content,anger,fear,joy,sadness,surprise
"How many walkers did you see in Alpha's horde?",0,0,0,0,0
"Tens of thousands.",0,0,0,0,0
"Ah. So...",0,0,0,0,0
"What's your plan for taking them out?",0,0,0,0,0
"Oh, that wasn't rhetorical.",0,0,0,0,0
"I don't have one.",0,0,0,0,0
"Does anybody else?",0,0,0,0,0
"If she sends that horde, that's it!",1,0,0,0,0
"Right now, all she wants to do is talk.",0,0,0,0,0
"And we are going to listen.",0,0,0,0,0
"Now, while we are doing that, everyone here needs to focus on what's coming in from the north and the south.",0,0,0,0,0
"We're tired.",0,0,0,1,0
"We are on edge.",0,0,0,1,0
"And it is going to get worse before it gets better.",0,1,0,1,0
"But we aren't gonna get through it at all if we do not act as one.",1,1,0,0,0
"Three objectives means three groups.",0,0,0,0,0
"Gabriel will take point in guarding the gate from the northern wave... while Aaron will take some troops and handle the southern wave, breaking it up before it hits the wall.",0,0,0,0,0
"That leaves us, and the border. - Unarmed. - You're really going in there unarmed?",0,0,0,0,0
"We got no choice. - We're good. - You're low on soldiers already.",0,0,0,1,0
"The ones you have are fighting fatigue.",0,0,0,0,0
"Negan has only been on cleanup duty.",0,0,0,0,0
"I said we're good.",0,0,1,0,0
"Can I...",0,0,1,0,1
"Look, man, if it's all the same to you,",0,0,0,0,0
"I'd rather just stay here and pick tomatoes and bury corpses.",1,0,0,0,0
"He needs you out there.",0,0,0,0,0
"Yeah, I need me in here, especially on a day like today.",0,0,0,0,0
"I mean, look around... everybody's amped to 11, pissed at the skins, stirring shit up with each other.",0,1,0,0,0
"I told you, I don't want any of those hateful vibes taken out on me.",1,1,0,0,0
"It's Aaron. He's a saint.",0,0,0,0,0
"Look, I just want to stay here.",1,0,0,0,0
"Can you just do me that solid, Gabe?",0,0,0,0,0
"You can fight.",0,0,0,0,0
"You are low on fighters.",0,0,0,0,0
"Peanut butter, meet jelly.",0,0,0,0,0
"You're taking him. End of discussion.",0,0,0,0,0
"So... That's awesome.",0,0,0,1,0
"Good on you, puttin' the ol' stump to use.",0,0,1,0,0
"Oh, lookie here.",0,0,0,0,0
"Oh, God.",0,0,0,0,1
"Drop it.",0,0,0,1,0
"Come on.",0,0,0,0,0
"I'm pretty sure that God put this here for a reason... to help me, help you... - Put it down. - Look, we both know that this broomstick ain't cutting it.",0,0,0,0,0
"I am trying to make things better, and I am not that guy that you think...",0,0,0,1,0
"There's three coming in.",0,0,0,0,0
"They're on your side.",0,0,0,0,0
"Right. Okay.",0,0,0,0,0
"I am on it, boss.",0,0,0,0,0
"You all right?",0,0,0,0,0
"I... need a minute.",0,0,0,0,0
"Thanks for coming out with me.",0,0,1,0,0
"I could... I could go all night.",0,0,0,0,0
"You wanna go back, don't you?",0,0,0,0,1
"I'm good.",0,0,1,0,0
"Heads up.",0,1,0,0,0
"There was one rule between our people.",0,0,0,0,0
"One law.",0,0,0,0,0
"Stay where you are.",0,0,0,0,0
"Yet you disobey.",1,0,0,0,0
"That fire would've destroyed your land.",1,0,0,0,0
"Fire's nature to burn.",0,0,0,0,0
"We have no conflict with nature.",1,0,0,0,0
"It could've wiped out one of our communities.",1,0,0,0,0
"We were not gonna sit back and let that happen.",1,0,0,0,0
"You can understand that.",0,0,0,0,0
"We crossed one time.",0,0,0,0,0
"Three times.",0,0,0,0,0
"During the fire, you walked my land.",0,0,0,0,1
"And during the winter storm, you walked my land.",0,0,0,0,1
"During your search along the river, you and the man with the metal arm walked my land.",0,0,0,0,1
"That's three times.",0,0,0,0,0
"We are always watching.",1,0,0,0,0
"What did I tell you about crossing my border?",0,0,0,0,0
"You have to be punished.",1,0,0,0,0
"But...",0,0,0,0,0
"I consider context.",0,0,0,0,0
"There will be no bloodshed this time.",0,0,1,0,0
"So what do you want?",0,0,0,0,0
"Land.",0,0,0,0,0
"The creek that winds into the valley.",0,0,0,0,0
"That is your new southern border.",0,0,0,0,0
"We will mark the new border to the north.",0,0,0,0,0
"That'll cut off our hunting grounds.",0,0,0,0,0
"We don't have to stand here and listen to this...",1,0,0,0,0
"Carol! ""To this""... what? - To this bullshit. - That's it.",1,0,0,0,0
"Come on. We're done. ",0,0,1,0,0
"- Let's go. ",0,0,1,0,0
"- We're not.",0,0,0,1,0
"Not until this one lowers her eyes to my feet.",0,0,0,0,0
"You should fear me.",1,0,0,0,0
"I don't.",1,0,0,0,0
"I look at you and I feel nothing at all.",0,0,0,1,0
"Is that right?",0,0,0,0,0
"The blonde boy... screamed your name just before we took his head.",0,0,0,0,0
"Stop. Stop!",1,0,0,0,0
"I apologize... for my friend.",0,0,0,1,0
"We have not slept.",1,0,0,0,0
"And you know what she lost.",0,0,0,0,0
"I forgive you.",0,0,0,0,0
"This is my land now.",0,0,0,0,0
"You better run.",0,0,0,0,0
"Come on. Let's go.",1,0,0,0,0
"Let's go.",0,0,0,0,0
"Listen.",0,0,0,0,0
"I know that you're dealing with...",0,0,0,0,0
"The bitch has to die.",1,0,0,0,0
"She ain't been the same since she got off that boat.",0,0,0,0,0
"Maybe she's better off on it.",0,0,0,0,0
"Found some peace, you know?",1,0,0,0,0
"She belongs with us.",0,0,0,0,0
"She ain't sleeping, either.",1,0,0,0,0
"She's out all night looking for them.",1,1,0,0,0
"Shit.",1,0,0,0,0
"What happened?",0,0,0,0,0
"Whisperers. - Three of them. - Walkies on.",0,0,0,0,0
"Split up... north, west. We'll take east.",0,0,0,0,0
"Capture! Do not kill!",1,0,0,0,0
"Hey, you, uh...",0,0,0,0,0
"What did I say?",0,0,0,0,0
"I had to.",1,0,0,0,0
"Did you not see this...",0,0,0,0,0
"What, do you want me to hang myself?",1,0,0,0,0
"Tie up. I'm taking you back.",0,0,0,0,0
"Taking me back?",0,0,1,0,1
"That is the best freaking news I've had all day!",0,0,1,0,0
"But I am not tying up like some P.O.W.",0,0,0,0,0
"Yes, you are.",0,0,0,0,0
"Or what, cowboy?",0,0,0,0,0
"You know what I see?",0,0,1,0,0
"I see someone that's pretending.",0,0,1,0,0
"Come on, man. Let's go.",0,0,1,0,0
"Jesus.",0,0,1,0,0
"Did you just trip me?",1,0,0,0,0
"What, are you 12?",1,0,0,0,0
"What the hell is wrong with you?",1,0,0,0,0
"I've been puttin' my neck on a block for you people all goddamn day!",1,0,0,0,0
"You don't give a damn about us.",1,0,0,0,0
"If you gave a shit, you'd leave.",1,0,0,0,0
"That's what everyone needs.",0,0,0,0,0
"I did what I had to do back then.",0,0,0,0,0
"What did you say?",0,0,0,0,0
"No, no, no.",1,0,0,0,0
"Open that up.",0,0,0,0,0
"Tell me why the love of my life had to die.",1,0,0,1,0
"Okay.",0,0,0,0,0
"One simple fact.",0,0,0,0,0
"One truth kept my people going... if you don't protect what belongs to you, then sooner or later, it belongs to someone else.",1,0,0,0,0
"That goes for your land, your wallet, your home, your country... everything.",0,0,0,0,0
"It is your job as a man to protect it.",0,0,0,0,0
"That's the story of America, the story of the whole goddamn world.",0,0,0,0,0
"And ain't nothing changing it... not you, not me, nobody.",1,0,0,0,0
"Are you saying that Eric's death was my fault?",1,0,0,0,1
"Well...",0,0,0,0,0
"If I failed Eric... then you failed your wife. - Careful. - Yeah.",0,0,1,0,0
"She, uh... died hating you.",0,0,0,0,0
"And you will never see her again.",0,0,0,1,0
"You wanna say something?",0,0,0,0,0
"Behind you.",0,0,0,0,0
"All right. I'll meet you back at the creek.",0,0,0,0,0
"Copy.",0,0,0,0,0
"No sign of them anywhere.",0,0,0,0,0
"No traces, no tracks, nothing.",1,0,0,1,0
"You're sure you saw three?",0,0,0,0,1
"Yeah. I'm sure.",0,0,0,0,0
"Carol... how long you been taking those pills for?",1,0,0,0,1
"Since I got back. It's fine.",0,0,0,0,0
"They're like coffee. We can't stay out here.",0,0,0,0,0
"All right.",0,0,0,0,0
"Find a place with walls, hole up for a little while.",0,0,0,0,0
"Get some sleep.",0,0,0,0,0
"It's clear.",0,0,0,0,0
"Come on.",0,0,0,0,0
"You two, get down here. - Gotcha. - Keep watch on the east end. - I'll take first watch. - All right.",0,0,0,0,0
"Nah, just thinking 'bout my dad.",1,0,0,0,0
"He was a trucker.",0,0,0,0,0
"He used to tell Merle and I all these crazy stories about his trips.",0,0,0,0,0
"This one time, he was flying through Kentucky on I-66, and it's pitch-black outside.",0,0,0,0,0
"He sees this girl up on the side of the road, looks like she's crying.",0,0,0,0,0
"As he gets closer, the girl steps right out into the freeway, right in front of his truck.",0,0,0,0,0
"He slams on the brakes, calls the local PD, gets out, and goes lookin' for her.",0,0,0,0,0
"Only she ain't there.",0,0,0,0,0
"He looks under the cab, nothin'.",0,0,0,0,0
"Under the tires, nope.",0,0,0,0,0
"She's not around.",0,0,0,0,1
"No dent in the grille, no blood, no nothin'.",0,0,0,0,1
"How's that possible?",0,0,0,0,1
"There was no girl.",0,0,0,0,1
"See, my dad didn't sleep much, either.",0,0,0,0,0
"Sometimes he'd stay up 24 hours just to make one of his runs.",0,0,0,0,0
"You stay up that long, you start seeing things.",0,0,0,0,0
"Daryl, I'm not a meth-snorting truck driver like...",0,0,0,0,0
"Not that your dad, uh...",0,0,0,0,0
"I'm sorry.",0,0,0,0,0
"No, you're right.",0,0,0,0,0
"Doesn't mean I'm wrong, though.",1,0,0,0,0
"Shift's up.",0,0,0,0,0
"Don't take that.",1,0,0,0,0
"You need to sleep.",1,0,0,0,0
"I can't.",0,0,0,0,0
"Why's that?",0,0,0,0,1
"Bad dreams?",0,0,0,0,1
"Negan?",0,1,0,0,0
"Negan?",0,0,0,0,0
"You all right?",0,1,0,0,0
"Yeah. How did you...",0,1,0,0,0
"Your light switched on.",0,0,0,0,0
"I can't see.",0,1,0,1,0
"Flowers growing outta the walkers is hogweed. - Hogweed? - Nasty shit.",0,1,0,0,0
"Causes rashes, blindness. - Is it permanent? - Sometimes.",0,1,0,0,0
"You wash your eyes out?",0,0,0,0,0
"Yeah. I used, uh...",0,0,0,0,0
"It's gone.",0,0,0,0,0
"Parched?",0,0,0,0,1
"Yeah.",0,0,0,1,0
"Here.",0,0,0,0,0
"Here we go.",0,0,0,0,0
"Here we go.",0,0,0,0,0
"All right. Right here.",0,0,0,0,0
"Wait.",0,0,0,0,0
"Where you going?",0,0,0,0,0
"I'm gonna keep watch.",0,0,0,0,0
"We'll leave first thing in the morning.",0,0,0,0,0
"I mean, if that's okay with you.",0,0,0,0,0
"Yeah.",0,0,1,0,0
"Yeah, it's okay.",0,0,1,0,0
"Mom?",0,0,0,0,1
"Mom.",0,0,0,0,0
"You all right?",0,1,0,0,0
"Where'd you go?",0,0,0,0,0
"What?",0,0,0,0,1
"You've been gone a half-hour.",1,0,0,0,0
"Uh... patrol.",0,0,0,0,0
"Thought I heard something.",0,0,0,0,0
"I'm fine.",0,0,1,0,0
"This isn't your dad seeing a ghost. - What? - The story of the girl when your dad was a truck driver.",0,0,0,0,0
"My dad wasn't a truck driver.",0,0,0,0,0
"Shift's up.",0,0,0,0,0
"Come on. Don't take that.",1,0,0,0,0
"Help!",0,1,0,0,0
"Daryl! Help!",0,1,0,0,0
"Carol!",0,1,0,0,0
"Doc!",0,1,0,0,0
"What happened?",0,0,0,0,1
"She fell. She cut her arm real bad.",0,0,0,0,0
"Easy.",0,0,0,0,0
"Gonna need you all to leave.",0,0,0,0,0
"Okay, you pull the shard, clamp open the wound, and I'll go in.",0,0,0,0,0
"Say the word.",1,0,0,0,0
"Good.",0,0,1,0,0
"You clamp. I'll go in.",0,0,0,0,0
"I'm fine.",0,0,0,0,0
"You're not.",0,0,0,0,0
"It's okay.",0,0,0,0,0
"Here.",0,0,0,0,0
"Is she all right?",0,0,0,0,1
"She, um...",0,0,0,0,0
"He got it out.",0,0,0,0,0
"She's all patched up and out like a light.",0,0,0,0,0
"Great.",0,0,1,0,0
"Can you see me?",0,0,0,0,0
"Yeah.",0,0,0,0,0
"Good.",0,0,1,0,0
"Damn. I'm tired.",1,0,0,0,0
"You should be.",0,0,0,0,0
"You were mean as a mama wasp out there.",1,0,0,0,0
"Yeah? You were, uh...",0,0,0,0,0
"You were tough as a...",0,0,0,0,0
"A stewed skunk?",0,0,0,0,1
"Batshit badger?",0,0,0,0,1
"Pissed-off penguin?",0,0,0,0,1
"All of the above. - Rosita, where's Coco? - Probably sleeping.",0,0,0,0,0
"I think you confused my query for ""action"" when I was trying to discern ""locale.""",0,0,0,0,0
"She's with Barbara. - Is that okay? - It's just... that little nugget can't grow up without her mama.",0,0,0,0,0
"I went out with you today to protect you - because I care about you. - Protect me?",0,0,0,0,1
"I taught you how to fight.",0,0,0,0,0
"Rosita, I...",0,0,0,0,0
"Damn it, Eugene!",1,0,0,0,0
"You and I are never going to happen.",0,0,0,0,0
"You are not Coco's father.",1,0,0,0,0
"We are not together.",0,0,0,0,0
"I need you to hear that.",1,0,0,0,0
"I'm sorry that was harsh. I'm...",0,0,0,1,0
"I'm just... I'm so tired.",0,0,0,1,0
"I feel... drunk.",0,0,0,0,0
"Oh, God.",1,0,0,0,1
"Are you familiar with the expression, ""A drunk mind speaks a sober heart?""",0,0,0,0,0
"No.",0,0,0,0,0
"When under the influence, inhibitions are lowered.",0,0,0,0,0
"Secrets and truths pour out.",0,0,0,0,0
"Pun intended.",0,0,0,0,0
"Sleep deprivation lowers inhibition, enhances impulsivity in a similar manner.",0,0,0,0,0
"Thus, when you say, ""It's not gonna happen,"" it's unfiltered truth straight from your ticker.",0,0,0,0,0
"I've been trying to tell you that.",1,0,0,0,0
"And I did not listen. 'Cause I thought that, perhaps someday, there might be something special between you and yours truly.",0,0,0,0,0
"But there's nothing there. There never was.",0,0,0,1,0
"You think that our friendship is just nothing?",1,0,0,1,0
"Is that your unfiltered truth?",0,0,0,0,0
"I don't mean to eat sorrow by the spoonful in front of you, but I'm in the midst of experiencing a crushing moment of clarity.",0,0,0,1,0
"Our... Our whole friendship is premised on my mistaken belief that, perhaps someday, I could change your mind, that... you would see that I was worthy enough of being re-zoned into love-town.",0,0,0,1,0
"What kind of friend is that?",0,0,0,0,0
"I'm sorry.",0,0,0,0,0
"I'm sorry.",0,0,0,1,0
"Still awake?",0,0,0,0,0
"Yeah. You and me both.",0,0,0,0,0
"How you holding up?",0,0,0,0,1
"I should be asking you that.",1,0,0,0,0
"I'm a mother.",0,0,0,0,0
"Lack of sleep is my baseline reality.",0,0,0,0,0
"You had that look in the meeting hall...",0,0,0,0,0
"I'm a father.",0,0,0,0,0
"I'm just... I'm tired.",0,0,0,1,0
"Tired.",0,0,0,0,0
"Yeah.",0,0,0,1,0
"Okay. - See you later? - Yeah.",0,0,0,0,0
"We'll be good as new.",0,0,0,0,0
"Speak for your damn self.",1,0,0,0,0
"Okay. Come on, man. - I... Look, I gotta go to sleep. - Oh, no.",0,0,0,0,0
"That's why I brought it over.",0,0,0,0,0
"You know I saw combat in Iraq?",0,0,0,0,0
"Yeah, I was a field medic.",0,0,0,0,0
"And you are telling me this now?",0,0,0,0,1
"Well, I don't like talking about it unless I have to, so...",1,0,0,1,0
"Cheers.",0,0,1,0,0
"You go in one person, come out different.",0,0,0,0,0
"I knew this one guy...",0,0,0,0,0
"Shit, everyone knew him.",1,0,0,0,1
"Broad-shouldered, Adonis-looking cat.",0,0,0,0,0
"Like, this was the dude that never broke.",0,0,0,0,0
"Until he did.",0,0,0,0,0
"Lost his squad in Fallujah.",0,0,0,1,0
"Blamed himself.",0,0,0,0,0
"Came back with the shakes, the thousand-mile stare, the flashbacks, going in and out of VAs.",0,0,0,0,0
"He was a mess... ""He was""? ""Was""? What...",1,0,0,1,0
"What happened to this guy?",0,0,0,0,0
"You're having a drink with him.",0,0,0,0,0
"Sorry. ""Adonis-looking cat""?",0,0,0,0,0
"God of beauty, baby.",0,0,1,0,1
"I'm just being humble.",0,0,0,0,0
"We need jam.",0,0,0,0,0
"There's probably some at the store. Hold on. - There you go. - Thank you.",0,0,0,0,0
"You sure they're open right now?",0,0,0,0,1
"Where you going?",0,0,0,0,1
"How is it?",0,0,0,0,0
"Hurts.",0,0,0,0,0
"Being back here hurts, too.",0,0,0,1,0
"And that's her fault. You shouldn't have stopped me.",0,0,0,0,0
"There were seven of us out there.",0,0,0,0,0
"I had to think of them.",0,0,0,0,0
"I know.",0,0,0,0,0
"But I did see them.",0,0,0,0,0
"Only you did.",0,0,0,0,1
"Is it safe?",0,0,0,0,0
"For now.",0,0,0,0,0
"Pink suits you.",0,0,0,0,0
"She doesn't believe me.",0,0,0,1,0
"Do you?",0,0,0,0,0
