content,anger,fear,joy,sadness,surprise
"Okay, robbery, larceny, bribery... 14 allegations.",1,0,0,1,0
"Not a single charge, Miss Perfect Hemline.",0,0,0,1,0
"Thank you. Um...",0,0,1,0,0
"Ooh, it says here that the owner of the pawn shop personally identified you as the robber.",0,0,0,1,0
"Okay, I was in the shop, but not at 10:00.",0,0,0,0,0
"I left around 5:00.",0,0,0,0,0
"Okay, so the robbery was, like, five hours later, so, Mom, where were you around 10:00?",0,0,0,0,1
"Is it really that important?",0,0,0,0,1
"Wait, yesterday was the second Monday of the month, so, Mom...",0,0,0,0,0
"I was at the Cleaner's Royale on Oak.",0,0,0,0,0
"Okay, dry cleaners.",0,0,0,0,0
"It's a little bit of a gambling front.",0,0,0,1,0
"Wow, Mom, the last time that I was there was when... when you and Marv Perez were an item.",0,0,0,0,0
"May he rest in peace.",0,0,0,1,0
"Well, Ralphy, I really don't think anyone there is gonna help with my alibi.",0,0,0,1,0
"There's only one way to find out.",0,0,0,0,0
"Road trip.",0,0,0,0,0
"Joe thinks there's a meta-killer that might be involved, so if anybody asks, you're my meta-human consultant.",0,0,0,0,0
"The security guard from a nearby building heard the gunshots.",0,0,0,1,0
"Said it sounded like a war zone.",0,1,0,1,0
"We haven't found enough body parts to determine which crew did all this.",0,0,0,1,0
"He's covered in claw marks.",0,0,0,1,0
"An animal did this. Good to go?",0,0,1,0,0
"No, we're not. This--this isn't animal blood.",1,0,0,1,0
"There's two more bodies, or what's left of them, and a lot more of whatever that is.",0,0,0,1,0
"I see one arm, two arms.",0,0,0,0,0
"Hm. They're from the same person.",0,0,0,0,0
"I'll analyze this.",0,0,0,0,0
"Hopefully, it'll lead us to our killer.",0,0,1,0,0
"Thank you.",0,0,1,0,0
"Can you analyze what's going on with her?",0,0,0,0,0
"Yeah, I'm trying.",0,0,0,0,0
"Frost! Frost, what are you doing?",0,0,0,0,1
"There's no ammo in these.",0,0,0,0,0
"I know these guns.",0,0,1,0,0
"They're charged with dark matter.",0,0,0,0,0
"They're all empty.",0,0,0,0,0
"Who would kill for dark matter?",0,0,0,0,1
"A coward.",1,0,0,0,0
"Gotcha.",0,0,0,0,0
"What did you do?",0,0,0,0,1
"Frost, what are you doing?",0,0,0,0,1
"You're supposed to be following my lead, not--",1,0,0,0,0
"Getting a damn murderer to confess?",0,0,0,0,1
"There's no evidence he's involved.",0,0,0,0,0
"Ease up.",0,0,0,0,0
"Let him go.",0,0,0,0,0
"Cait?",0,0,0,0,0
"You're Killer Frost?",0,0,0,0,1
"Actually, she's me, Sad Coffee Guy.",0,0,0,1,0
"I am so sorry. My name is Barry Allen.",0,0,0,1,0
"I'm a forensic scientist with CCPD.",0,0,0,0,0
"We're investigating a series of meta-related murders, and Caitlin and Frost are my meta-human consultants.",0,0,0,0,0
"Dr. Ramsey Rosso.",0,0,0,0,0
"What happened to your lab?",0,0,0,0,1
"Um, somebody broke in while I was working late.",0,1,0,0,0
"This same substance was at our crime scene.",0,0,0,0,0
"I think the meta that attacked you is the person we're looking for.",0,0,0,0,0
"The guy we're looking for stole dark matter from a stash house.",1,0,0,0,0
"I did have a small amount of dark matter here. - Where'd you get it from? - From an old colleague.",0,0,0,0,1
"Ted Kord.",0,0,0,0,0
"He was actually willing to help me with my research.",0,0,1,0,0
"Well, someone's out there hunting for dark matter, and he's willing to kill to get it.",1,0,0,0,0
"So whatever it is you're working on--",0,0,0,0,0
"Look, Mr. Allen, my HLH research is very important.",1,0,0,0,0
"I lost my mother to this disease.",0,0,0,1,0
"Now, you mentioned you found a similar substance, both here and at your crime scene.",0,0,0,0,0
"And, honestly, it's unlike anything I've seen before.",0,0,0,0,0
"Well, I am a blood specialist.",0,0,0,0,0
"Perhaps I could be of some assistance.",0,0,1,0,0
"You are not actually gonna trust this guy, are you? - 'Cause I don't. - I'm sorry.",0,0,0,1,1
"Frost...",0,0,0,0,0
"People are dying out there, all right?",1,0,0,0,0
"If Dr. Rosso can help us in any way, then, yeah, I'm open to it, and you should be, too.",0,0,1,0,0
"Would you help us, Dr. Rosso?",0,0,0,0,1
"Please, call me Ramsey.",1,0,0,0,0
"Morning, boss.",0,0,1,0,0
"I have got the mother of all scoops, and thanks to your new intern, it's gonna be a CCC Media exclusive.",0,0,1,0,0
"Actually, you know, I was hoping that you would help me with the new filing system.",0,0,0,0,0
"Alphabetical is great.",0,0,1,0,0
"So there was a break-in at McCulloch Tech last night.",0,0,0,1,0
"Nothing was stolen, but you'll never guess who the perp is.",0,0,0,0,1
"Get this. Harrison Wells is alive.",0,0,1,0,1
"Where'd you get this?",0,0,0,0,1
"One of the McCulloch security guards and I go way back.",0,0,0,0,0
"Nice work.",0,0,1,0,0
"Um, I'll tell you what.",0,0,0,0,0
"I will look into this, and in the meantime,",0,0,0,0,0
"I could use some quotes on that mayor story.",0,0,0,0,0
"The city council's wondering how long this new one's gonna last.",0,0,0,0,0
"Uh...I'd rather do this.",0,0,0,0,0
"Allegra, look, I understand, okay?",1,0,0,0,0
"I was an ambitious cub reporter once, too.",0,0,0,0,0
"You know, this is great work, but I will take it from here, okay?",0,0,1,0,0
"Fine.",0,0,1,0,0
"Ralphy boy!",0,0,0,0,1
"Long time no see. - Looking trim. - Thanks, Tony. - Deb. - Howdy, Tone-Loc.",0,0,1,0,0
"I need a favor, Tony",0,0,0,0,0
"Yeah, hi, the Avenue M pawn shop was robbed last night, and the police think that Debbie was responsible.",0,0,0,1,0
"We just need the footage from your security camera so we can prove that Mom was here last night.",0,0,0,0,0
"Last night? Yeah, Deb was here.",0,0,0,0,1
"Great.",0,0,1,0,0
"But I don't work with the cops.",0,0,0,0,0
"House policy.",0,0,0,0,0
"Besides, you know I don't have cameras in here, Deb. - Potted plant. - Ugly lamp on the bar.",0,0,0,1,0
"Smoke detectors one, two, three.",0,0,0,0,0
"I like you, Ralphy. Guess what? - You can have the footage. - Oh, great. - For 5,000 bucks. - I'm sorry, what?",0,0,1,0,0
"Come back and see me when you got the green.",0,0,0,0,0
"Good to see you, Ralphy boy.",0,0,1,0,0
"That was a bust.",0,0,0,1,0
"Oh, well.",0,0,0,0,0
"Wait, wait, wait, hang on, hang on, hang on, Mom.",0,1,0,0,0
"We might not got the green. We can earn it. - Right. - Uh, excuse me, down here.",0,0,1,0,0
"How exactly are we going to earn it?",0,0,0,0,1
"Watch me, sweetie.",0,0,1,0,0
"So can I talk to Cait?",0,0,0,0,1
"Can she hear me right now?",0,0,0,0,1
"One, it's Frost. I'm rebranding.",0,0,0,0,0
"And two, sure. She can if she wants to.",0,0,0,0,0
"Caitlin, I want to explain myself.",0,0,1,0,0
"About purchasing dark matter from Kord Industries.",0,0,0,0,0
"I hope you understand if there's any chance of saving more lives...",0,0,0,1,0
"You're gonna take it. Right.",0,0,1,0,0
"I didn't want to go behind your back, but you refused to help me.",1,0,0,1,0
"Not listening anymore.",0,0,0,1,0
"And you never told me that you were a meta.",0,0,0,1,1
"I thought we were closer than that, Cait.",0,0,1,0,0
"Huh. Guess you two aren't as good of friends as you thought.",0,0,0,1,0
"Hey, guys, CCPD got back a DNA match on our meta.",0,0,0,0,0
"Mitch Romero. - Do you recognize the name? - No.",0,0,0,0,0
"Mitch Romero is the head of Central City's biggest gun-running operation.",0,0,0,0,0
"What? I have friends in low places.",0,0,0,0,0
"Romero must've been looking for dark matter last night when he went to the only place he knew he'd find it.",0,0,0,0,0
"His own stash.",0,0,0,0,0
"Why rob yourself and then kill all your employees?",0,0,0,1,1
"Someone just broke into Mercury Labs.",0,0,0,1,0
"A facility like that would have undisclosed amounts of dark matter.",0,0,0,1,0
"What did you do?",0,0,0,0,1
"What did you do? Frost!",1,0,0,0,1
"You just killed him!",1,0,0,1,1
"We're supposed to cuff metas, not throw them out windows.",1,0,0,1,0
"Calm down.",0,0,0,0,0
"Romero is fine. He just got up and walked away.",0,0,0,0,0
"You had no idea that would happen when you shot him out the window.",1,0,0,0,0
"You let your anger get the better of you",0,0,0,1,0
"I thought you had a handle on that.",0,0,0,1,0
"Frost! That cannot happen again.",0,0,0,1,0
"What, now you're telling me how to feel?",0,0,0,0,1
"Look, I have seven weeks to teach you how to handle this kind of situation.",0,0,0,0,0
"You have to start listening.",1,0,0,0,0
"You have to stop being such a crappy teacher.",1,0,0,1,0
"Make sure she loses.",0,0,0,0,0
"Tony's security footage is on a USB drive in his office.",0,0,0,0,0
"Buy me as much time as you can.",0,0,1,0,0
"Okay, it's fine. We got it. Go.",0,0,1,0,0
"Okay.",0,0,1,0,0
"He's nervous.",0,0,0,1,0
"Go. Do it.",0,0,1,0,0
"Pair of tens.",0,0,0,0,0
"Can't bluff a bluffer.",1,0,0,0,0
"Boom.",0,0,0,0,0
"You're kidding me.",1,0,0,0,1
"Debbie's hot tonight.",0,0,1,0,0
"Uh, Debbie. Oh, Deb.",0,0,0,0,0
"All in.",0,0,0,0,0
"Read 'em and weep.",0,0,0,0,0
"Ooh, tough break, Deb.",0,0,0,1,0
"I'm sorry, Mom. We tried.",0,0,0,1,0
"Let's get you home. Good to see you, Tony.",0,0,1,0,0
"Keep up the not-so-legal work.",0,0,0,0,0
"Where's Killer Caitlin?",0,0,0,0,1
"Out assaulting another suspect without cause?",0,0,0,0,1
"She's taking a breather.",0,0,0,0,0
"Did you find anything helpful from the sample?",0,0,0,0,1
"More than I ever imagined.",0,0,0,0,1
"Take a look at the pattern of these gene transcriptions.",0,0,0,0,0
"Romero's dark matter-infused cells are destroying his normal cells.",0,0,0,1,0
"He's more monster now than man.",0,0,0,0,1
"The more dark matter he absorbs, the stronger he gets.",0,0,1,0,0
"According to this,",0,0,0,0,0
"Romero's been dead for over 24 hours.",0,0,0,1,0
"That's why he can't die.",0,0,0,1,0
"He already has.",0,0,0,0,0
"Um, thank you for your help, Dr. Rosso. - Barry. - Yeah?",0,0,1,0,0
"If I could observe Romero's genes interacting with dark matter,",0,0,0,0,0
"I might be able to find a way to counteract his condition.",0,0,0,0,0
"I don't think that's a good idea.",0,0,0,1,0
"Working with dark matter can be really dangerous.",0,1,0,0,0
"Mr. Allen, I'm the top hematologic oncologist in the western hemisphere.",0,0,0,0,0
"There's a creature out there with a metastasized blood chemistry with the strength of ten men, and he's getting stronger by the minute.",0,0,0,0,1
"Please, let me help.",0,0,1,0,0
"The satellite's facial recognition spotted our new Wells less than an hour ago.",0,0,0,0,0
"According to Miranda, it's somewhere in this area.",0,0,0,0,0
"Harrison Wells, welcome to Earth-1.",0,0,1,0,0
"My name is Cisco Ramon.",0,0,0,0,0
"Why are you following me?",0,0,0,0,1
"Oh, great. Another angry one.",0,0,0,0,0
"To get your hands on this priceless beauty?",0,0,0,0,1
"Is that why? Go ahead.",0,0,0,0,1
"It gives nightmare hallucinations to all of its victims.",0,1,0,1,0
"Would you like that? - Would you like that? - No!",0,0,0,0,0
"So... - It's you. - What? - What's your name? - Iris West-Allen.",0,0,0,0,0
"Well, Iris--",0,0,0,0,0
"And don't you forget it.",0,0,0,0,0
"I had that.",0,0,0,0,0
"And there you are.",0,0,0,0,0
"Wait. Oh, no, no, no.",0,1,0,0,0
"Debbie, um... that has you leaving at 9:30.",0,0,0,0,0
"We need to know where you were at 10:00, the exact time of the robbery.",0,0,0,0,0
"Went out for air. Oh, well. We tried.",0,0,0,0,0
"Hang on, there's another camera angle outside.",0,0,0,0,0
"Ralphy, don't...",0,0,0,0,0
"Did you find her?",0,0,0,0,1
"I did.",0,0,1,0,0
"With Marv Perez.",0,0,0,0,0
"Marv's alive?",0,0,0,0,1
"Yeah.",0,0,0,0,0
"You said he died in a car accident months ago.",0,0,0,1,0
"You were with...",0,0,0,0,0
"Marv when the pawn shop was robbed.",0,0,0,0,0
"Ralphy, let me explain.",0,1,0,0,0
"If Marv is alive, what about your other boyfriends?",0,0,1,0,0
"How many of them are alive?",0,0,0,0,1
"Okay. All of them.",0,0,0,0,0
"Ralph, hey, you know what? It's okay.",0,0,1,0,0
"This is-- this is a good thing because Marv is Debbie's alibi, so your mom isn't gonna go to jail.",0,0,1,0,0
"Yeah, let's focus on that.",0,0,1,0,0
"Marv, Doug, Craig, Nick? These guys, they...",0,0,0,0,0
"They were like family to me.",0,0,1,0,0
"How could you lie about that?",1,0,0,0,1
"I don't know why you're so upset, sweetie.",0,0,0,1,1
"You always moved on so quickly.",0,0,0,0,0
"I was being strong for you.",0,0,1,0,0
"That doesn't mean it didn't hurt like hell every damn time. - What really happened? - What always happens.",0,0,0,0,1
"You know, we were happy, but I knew it wouldn't last, so I ended it.",0,0,1,0,0
"What else did you lie about? - Did Dad really leave us? - Yes.",1,0,0,1,0
"That one is true.",0,0,0,0,0
"Ralphy, I didn't mean to hurt you.",0,1,0,1,0
"My name is Ralph.",0,0,0,0,0
"You need to leave.",0,0,0,0,0
"Get out.",1,0,0,0,0
"Now.",0,0,0,0,0
"I can't believe you and Cait get to work here.",0,0,0,0,1
"How will all this help?",0,0,0,0,1
"Dark matter is a miraculous thing.",0,0,0,0,1
"With gene splicing, I can use your dark matter samples to negatively charge Romero's blood.",0,0,0,0,0
"That should weaken him enough for you to make an arrest.",0,0,0,0,0
"But, um...",0,0,0,0,0
"I, uh...",0,0,0,0,0
"I will need a second centrifuge.",0,0,0,0,0
"Oh. Uh, there's another one downstairs.",0,0,0,0,1
"I'll get it.",0,0,1,0,0
"I had a feeling about you.",0,0,1,0,0
"I hoped I was wrong.",0,0,0,1,0
"But I know a desperate man when I see one.",0,0,0,0,0
"Put them back. - No. - I can make you.",0,0,0,0,0
"Go on, then.",0,0,0,0,0
"Like you said, I'm a desperate man.",0,0,0,1,0
"I have nothing to lose.",0,0,0,1,0
"I thought you wanted to save lives.",0,0,1,0,0
"HLH isn't just my mother's disease.",0,0,0,1,0
"First it killed her, and now it's killing me.",1,1,0,1,0
"I still can't let you take those.",0,0,0,1,0
"Look at what it did to Mitch Romero.",0,0,0,0,0
"I am marking a calendar every day until I die, waiting to fall off a cliff, powerless to grab onto anything or anyone.",0,1,0,1,0
"I watched my mother dive off that same cliff... with a smile on her face.",0,0,0,1,0
"She didn't even fight.",0,0,0,1,0
"I know what it's like to lose your mother.",0,0,0,1,0
"I know you're angry.",1,0,0,0,0
"This isn't anger.",0,0,0,1,0
"This is the pain beneath my anger.",0,0,0,1,0
"It takes courage to fight death.",0,1,0,1,0
"Maybe it takes more to accept it.",0,0,0,0,0
"My mum had that same look on her face when she was first diagnosed.",0,0,0,0,0
"You're a dead man, too. Aren't you, Barry?",0,0,0,1,0
"So why don't you fight for yourself?",1,0,0,0,1
"I'm marking my calendar with the days I have left to live.",0,1,0,1,0
"And I'm gonna spend them saving as many people as I can.",0,0,1,0,0
"You're not a coward.",0,0,0,1,0
"You're just naive.",1,0,0,1,0
"Mitch Romero's still out there.",0,0,0,0,0
"You said you wanted to save lives.",0,0,0,0,0
"Prove it. Help me stop him.",0,0,0,0,0
"Or get out of my lab.",1,0,0,0,0
"Let's get to work.",0,0,1,0,0
"You know, I don't understand you, Barry.",0,0,0,1,0
"You march towards death without fear, just like Mum.",0,0,0,1,0
"Where is it you get your strength?",0,0,0,0,1
"Probably the same place she did.",0,0,0,0,0
"People I love.",0,0,1,0,0
"I see.",0,0,1,0,0
"Well, it must've been incredibly hard to tell them.",0,0,0,1,0
"You're a dead man, too.",0,0,0,1,0
"Aren't you, Barry?",0,0,0,0,0
"Well, it must've been incredibly hard to tell them.",0,0,0,1,0
"This isn't anger.",0,0,0,0,0
"This is the pain beneath my anger.",0,0,0,1,0
"According to his techno fanny pack, this belongs to Dr. Harrison Nash Wells.",0,0,0,0,0
"Easy. - We're not gonna hurt you. - No.",0,0,1,0,0
"Let's just try this again.",0,0,1,0,0
"All right, I'm Iris West-Allen.",0,0,0,0,0
"This is Cisco Ramon. - Iris. Cisco.",0,0,0,0,0
"And we are friends of the Council of Wells.",0,0,1,0,0
"Those idiots. Okay, now.",1,0,0,0,0
"Okay, listen, I tased you once before, and I'm happy to do it again, so just...",0,0,1,0,0
"I let you do that. Now hold still.",0,0,1,0,0
"What are you doing on our Earth?",0,0,0,0,1
"What am I doing? I'm searching for an artifact that just happens to contain the same particles...",0,0,0,0,0
"I'm currently reading off you. - What? - Although...",0,0,0,0,1
"What--what part-- particles of what?",0,0,0,0,1
"Eternium.",0,0,0,0,0
"Eternium?",0,0,0,0,1
"Eternium is a Multiversal element, all right?",0,0,0,0,0
"Although the readings were stronger in the alley.",0,0,0,0,0
"Listen, Indiana,",0,0,0,0,0
"I don't know how they do things on your Earth, but this ain't "Temple of Doom."",0,0,0,0,1
"And what is Eternium supposed to be, anyway?",0,0,0,0,1
"Some kind of stolen mystical element from the tiki gods that you suddenly have to return?",0,0,0,0,0
"Look, there's no such thing as mystical mumbo jumbo or gods.",0,0,0,0,0
"What there are are meta-humans, aliens, and false gods worshiped by simple-minded people that find comfort in myths.",0,0,0,0,0
"I dispel those myths.",0,0,1,0,0
"You people are no help.",1,0,0,1,0
"Newsflash, Nash.",0,0,0,0,0
"We've actually done this dance before. - Is that right? - That's right.",0,0,1,0,0
"It usually starts off rocky, especially between you and me, but eventually, we bond, and you learn to embrace that sensitive side.",0,0,0,1,0
"So why don't you just drop the act, and show me that warm, compassionate, smart guy that I know you to be.",0,0,1,0,0
"Let me ask you a question.",0,0,0,0,0
"Do I look like I want to hold hands?",0,0,0,0,1
"Interesting.",0,0,1,0,0
"If you want your toys back, you might just have to.",0,0,0,0,0
"I have to admit. That was pretty cool.",0,0,1,0,0
"Does she know about the Multiverse?",0,0,0,0,1
"She kind of does now.",0,0,0,0,0
"I'll handle it.",0,0,1,0,0
"I got the quotes for the mayor story, and I finished your filing. - Everything's alphabetical. - Great.",0,0,1,0,0
"Also, I quit.",1,0,0,1,0
"Allegra, wait.",0,1,0,0,0
"You know why I was even out here?",0,0,0,0,0
"Enjoying the sun.",0,0,1,0,0
"You don't get much of that in Iron Heights.",0,0,0,0,0
"I spent five years locked up there, and it taught me how to tell the difference between a snitch and a liar.",0,0,0,1,0
"You're not a snitch.",0,0,0,0,0
"Allegra, it's not what you think, okay?",0,0,0,1,0
"Forget it.",0,0,0,0,0
"I've wasted enough time behind bars.",0,0,0,1,0
"I'm not wasting any more working for a liar.",1,0,0,1,0
"So be honest with me, or I'm out of here.",1,0,0,0,0
"Okay. You're right.",0,0,1,0,0
"I was lying to you, but I can't tell you the truth about Harrison Wells, not yet.",0,0,0,1,0
"I do believe in you, Allegra.",0,0,1,0,0
"I think you have great instincts, and I think you're gonna make a great reporter.",0,0,1,0,0
"That's why I took a chance on you.",0,0,0,0,0
"Now I'm asking you to take a chance on me, okay?",0,0,0,0,0
"Trust me.",0,0,0,0,0
"When the time is right, I will tell you everything.",0,0,0,0,0
"I promise.",0,0,0,0,0
"We're journalists.",0,0,0,0,0
"It's our job to tell people the truth, not control it, even if it's tough to say, or hard as hell to hear.",0,0,0,0,0
"Just saying, boss.",0,0,0,0,0
"See you in the morning.",0,0,0,0,0
"Come to lecture me some more?",1,0,0,0,0
"Look, I know you think that you fight better when you're angry, so why don't you try and hit a real target?",0,0,0,0,1
"Stop trying to hit me, and hit me.",0,0,0,1,0
"Or why don't you just admit the truth about what's hurting you?",0,0,0,0,1
"I don't want to die when I've just started living.",0,1,0,1,0
"Okay?",0,0,0,0,0
"I finally have the chance to live a life, and now this stupid Crisis is gonna take it all away?",1,0,0,1,0
"I know it's not fair.",0,0,0,1,0
"Do you know that Baskin-Robbins has 31 different flavors?",0,0,0,0,1
"I might die before I get to figure out which one is my favorite.",0,1,0,1,0
"Or what my favorite song is, or have my first birthday party. 30 years of existing, and I have never had one.",0,0,0,1,0
"That really sucks.",0,0,0,1,0
"Frost.",0,0,0,0,0
"There's always gonna be a crisis, or some meta-human that's threatening to take away the life that you love.",0,1,0,1,0
"Truth is, we're all living on borrowed time.",0,0,0,0,0
"So, what, everybody feels this crappy all the time?",0,0,0,0,1
"That actually does kind of make me feel better.",0,0,1,0,0
"It's why you can't let the threat of losing tomorrow keep you from making the most of today.",0,0,0,0,0
"I want to spend the rest of today making sure that Mitch Romero doesn't hurt anyone else.",0,0,0,0,0
"What are you?",0,0,0,0,1
"Stop!",0,0,0,0,0
"Let me go.",0,0,0,0,0
"Romero!",0,0,0,0,0
"Ramsey, don't move.",0,0,0,0,0
"You want this?",0,0,0,0,1
"Yeah?",0,0,0,0,1
"Yeah, come and get it. Come on.",0,0,1,0,0
"Come on. Come and get it.",0,0,1,0,0
"Come on!",0,0,0,0,0
"Frost, Romero's heading to the pipeline.",0,0,0,0,0
"Hey, there. Come on.",0,0,1,0,0
"Yeah.",0,0,0,0,0
"Come on.",0,0,0,0,0
"Oh, I miss all the fun.",0,0,0,1,0
"Next time we have to lock up an undead meta, he's all yours.",0,0,0,0,0
"Uh, Barry.",0,0,0,0,0
"Guess those meta-cuffs would've been a waste of time.",0,0,0,1,0
"Dark matter fuels his rage.",0,0,0,0,0
"All right, get back.",0,0,1,0,0
"I'm gonna throw a lightning bolt at him.",1,0,0,0,0
"No, no, no, I have a better idea.",0,0,1,0,0
"Get me all the dark matter in Star Labs. Now.",0,0,0,0,0
"That's gonna make him stronger.",0,0,1,0,0
"No, it's gonna make him angry, and I'm pretty sure if we give it to him, he'll overdose.",0,1,0,0,0
"Trust me.",0,0,0,0,0
"Rage on this, Romero.",0,0,0,0,0
"You were right.",0,0,0,0,0
"Anger really does cloud judgment.",0,0,0,0,0
"No breaks, just bruising.",0,0,0,1,0
"You got lucky.",0,0,1,0,0
"I must be off.",0,0,0,1,0
"Ramsey, hey, um...",0,0,0,0,0
"I know we didn't see eye to eye today, but thanks for your help.",0,0,1,0,0
"If you ever want to talk...",0,0,0,0,0
"Thanks, but I'm fine.",0,0,1,0,0
"See you in the next life, Barry.",0,0,0,1,0
"Thanks for coming, Mom.",0,0,1,0,0
"You kidding?",0,0,0,0,1
"I'm just so grateful you would see me.",0,0,1,0,0
"Can I go first?",0,0,0,0,0
"When your father left, you came into my room every morning for a week with your hands on your hips, and you said, "Where's Dad?"",0,0,0,1,0
"And I did not know how to tell you he wasn't coming back.",0,0,0,1,0
"I was so worried that you would think it was my fault, or worse, yours.",0,1,0,1,0
"And then when I did tell you the truth, you were so mad.",0,0,0,1,0
"And so hurt.",0,1,0,1,0
"You could not believe that he left without even saying good-bye.",0,0,0,1,0
"So a couple years later when my boyfriend Doug and I broke up, and he left... there was no way I was gonna put you through that pain again.",0,0,0,1,0
"You two had become so close, and...",0,0,1,0,0
"You lied to protect me.",0,0,0,1,0
"But, Mom... why did you break up with all the others?",0,0,0,0,1
"They always wanted more than I could give.",0,0,0,1,0
"You get scared.",0,0,0,1,0
"I know because I'm the same way... which is why I made you something.",0,0,0,0,0
"An addendum for "The Book of Ralph." "22 steps to being open to the love of your life."",0,0,0,0,0
"I'm open to love. I'm just picky.",0,0,1,0,0
"Mom, give me a break.",0,0,0,0,0
"Neither one of us have been open to love since Dad left.",0,0,0,1,0
"And, Mom, by keeping that pain away... we're also closing ourselves off from the joy that love can bring.",0,0,0,1,0
"I don't think I'm cut out for joy.",0,0,0,1,0
"But I want that joy for you, Ralph.",0,0,1,0,0
"Love, happiness, the whole kit and caboodle.",0,0,1,0,0
"I want you to go find that.",0,0,0,0,0
"And don't worry about me.",0,0,1,0,0
"Okay, Ralph?",0,0,0,0,0
"Come on, Mom.",0,0,0,0,0
"I'll always be your Ralphy.",0,0,1,0,0
"I now have a new theory.",0,0,1,0,0
"I believe I have found an effective cure for HLH.",0,0,1,0,0
"One that would eliminate my need for dark matter entirely.",0,0,0,0,0
"Analysis of Subject 1-A, Mitch Romero's blood, reveals that dark matter infused with healthy blood cells to create an even stronger biological substance.",0,0,1,0,0
"This substance appears to heal any and all weaknesses in the human body... including cells affected by HLH.",0,0,1,0,0
"I will now commence human trials.",0,0,0,0,0
"I need more.",0,0,0,0,0
"What in tarnation?",0,0,0,0,1
"Hey, sweetie, we having a little get-together?",0,0,1,0,1
"So Frost has never had a birthday party, so I offered to throw her one.",0,0,1,0,0
"She picked the guest list.",0,0,1,0,0
"It's my party, and I'll rage if I want to!",1,0,0,0,0
"Hey.",0,0,0,0,0
"You're missing out on all the fun.",0,0,0,1,0
"Thanks for the party.",0,0,1,0,0
"I'm thinking next year, we go whitewater rafting.",0,0,1,0,0
"You should definitely do that.",0,0,0,0,0
"You're not gonna be at my birthday party next year, are you?",0,0,0,1,0
"Whenever you talk about life after Crisis, you never talk about yourself.",0,0,0,1,0
