content,anger,fear,joy,sadness,surprise
"You are not a man accustomed to following orders, but the survival of the multiverse requires that you obey mine.",0,0,0,0,0
"Where are we?",0,0,0,0,1
"Your home earth, where you will complete your next task.",0,0,0,0,0
"There's a man named Dr. Robert Wong.",0,0,0,0,0
"Bring him to me.",0,0,0,0,0
" - Why?",0,0,0,0,1
" - Now, that is not your concern.",0,0,0,0,0
"Do not fail me again.",1,0,0,0,0
"Oliver, we have to get out of here...now. - Who are they? - Local gang.",0,0,0,0,0
"I think we busted up a deal.",0,0,1,0,0
"Nice of you to show up.",0,0,1,0,0
"Where the hell are we?",1,0,0,0,0
"We're in Hong Kong.",0,0,0,0,0
"It's--it's not possible.",0,0,0,0,1
"There's no way that my entire earth is just-- is just gone.",0,0,0,1,1
"You saw what happened to the SCPD, right, that energy wave, people just disappearing?",0,0,0,0,0
"That doesn't mean it happened everywhere.",0,0,0,0,0
"Oh. You call that a real name?",0,0,0,0,1
"He's the one that has asked me to be on this mission.",0,0,0,0,0
"He is trying to prevent a crisis...",0,0,0,0,0
"Oliver, just stop.",1,0,0,0,0
"Hand me the breach device.",0,0,0,0,0
"Give it to me. I'm going back.",0,0,0,0,0
"Laurel, back where?",0,0,0,0,0
"To my earth to look for any survivors.",0,0,0,0,0
"It's not working.",0,0,0,1,0
"Probably damaged on our jump through the portal.",0,1,0,1,0
"We don't have time to go all the way to S.T.A.R. Labs.",0,0,0,0,0
"I--I have to find somebody local.",0,0,0,0,0
"I'm sorry, but we need to focus on the mission.",0,1,0,0,0
"First of all, there is no we here, and the only mission that I care about is saving what's left of my earth.",0,0,0,0,0
"There's no one left to save.",0,0,0,0,0
"The only thing that we can do right now is prevent this from happening again by doing what the Monitor tells us--",0,0,0,0,0
"Screw the Monitor, Oliver,",0,0,0,0,0
"And screw you, too.",0,0,0,0,0
"None of this would have happened if you hadn't shown up on my earth in the first place.",1,0,0,0,0
"All of those people that you saw die, they weren't real to you.",0,0,0,0,0
"They were just copies of the people that you love...",0,0,0,0,0
"But that is my home, and those people, those are real people who are counting on me--",0,0,0,1,0
"I just got my life back, and I am not giving it up without a fight.",0,0,0,0,0
"Let her go, man.",1,1,0,0,0
"She's wasting her time, John.",1,0,0,0,0
"She's processing her grief, and if we have a new mission and the multiverse depends on it, Oliver, we have to get going right now.",0,0,0,0,0
"Anyone want to fill me in on what happened out there?",0,0,0,0,0
"I almost got my throat slit.",0,1,0,0,0
"Turns out Connor doesn't know his brother as well as he thinks.",0,0,0,0,0
"Hey. We're all still alive, aren't we?",0,0,0,0,0
"Which means what exactly, that your brother's not such a bad guy?",0,0,0,0,0
"All I'm saying is JJ could have killed you, and he didn't.",0,0,0,0,0
"That is some serious denial.",0,0,0,0,0
"To answer your question, nothing good.",0,0,0,0,0
"What about Alberto Vasquez?",0,0,0,0,0
"He's safe, but he'd already given JJ what he was after.",0,0,0,0,0
"Which was?",0,0,0,0,0
"Access codes to the private vault in Vasquez's penthouse.",0,0,0,0,0
"Yeah. Well, we went to the vault, but by the time we got there, it had already been trashed and emptied.",0,0,0,1,0
"This is all that was left.",0,0,0,0,0
"Yeah. Don't get too excited. - It's totally fried. - Not to brag, but totally fried is kind of my wheelhouse.",0,0,0,0,1
"If I can fix it,",0,0,0,0,0
"I'll be able to extract the vault's security log.",0,0,0,0,0
"Finding out what the deathstrokes stole could help us figure out what they're planning next.",0,0,0,0,0
"We already know what they're planning.",0,0,0,0,0
"JJ wants to take over the city.",0,0,0,0,0
"He needs the cash to do it.",0,0,0,0,0
"Jewelry, cash.",0,0,0,0,0
"So we figure out where JJ's gonna sell, take him out.",0,0,0,0,0
"I know exactly where you'd go with that kind of product.",0,0,0,0,0
"You're not the only one around here with street smarts.",0,0,0,0,0
"Ok. We'll find JJ, take him out of play.",0,0,0,0,0
"Stay here. Fix that useless piece of junk.",0,0,0,0,0
"And, you, next time I see your brother, don't get in my way.",1,0,0,0,0
"Harbinger sends her regards.",0,0,0,0,0
"This would have come in handy 10 years ago.",0,0,0,0,0
"Well, it helps to be married to Lyla Michaels, who is en route even as we speak.",0,0,1,0,0
"John, I didn't even want to get you involved in this.",1,0,0,0,0
"I know, but if what you told me is true, which is that we're facing the destruction of... well, hell, man, pretty much everything, then to me that's the very definition of all hands on deck.",0,0,0,0,0
"Check this out.",0,0,0,0,0
"Now this machine is hooked up to A.R.G.U.S.' intranet,",0,0,0,0,0
"So we can access all the information it has on Dr. Wong.",0,0,1,0,0
"You want to tell me what that face is all about, or are you gonna make me guess?",0,0,0,0,0
"Laurel. She was right.",0,0,0,0,0
"The Monitor warned me not to get involved, and, I don't know, if I'd just found a way to get the dwarf star particles without trying to stop Tommy's undertaking, then--",0,0,0,0,0
"Oliver, what were you supposed to do, just sit back and let it happen?",0,0,0,0,0
"I ignored the orders of a cosmic being, and as a result,",0,0,0,0,0
"I watched an entire world just disappear, so...",0,0,0,0,0
"I'm just trying not to make the same mistake twice.",0,0,0,0,0
"Well, if this cosmic being wanted someone willing to watch the mass murder of innocent people, then...he picked the wrong hero.",0,1,0,1,0
"Shouldn't blame yourself, man.",0,1,0,0,0
"Well, what about my behavior over the past 7 years has given you the impression that I would?",0,0,0,0,0
"Got him.",0,0,1,0,0
"Dr. Robert Wong, renowned biophysicist.",0,0,0,0,0
"Won the nobel prize in the specialty of complex proteins and antibodies.",0,0,0,0,0
"First the dwarf star particles, now a mysterious scientist.",0,0,0,0,0
"Can't The Monitor just snap his fingers and get both?",0,0,0,0,1
"Well, he's not the biggest fan of sharing information.",0,0,0,1,0
"OK. Looks like Dr. Wong might not be that easy to find.",0,0,0,1,0
"He's been missing a week. This is the last-known photo.",0,0,0,0,0
"Wan Chai University. He's a professor.",0,0,0,0,0
"That's where we start.",0,0,0,0,0
"Need to do things quietly, stay under the radar.",0,0,0,0,0
"Too late.",0,1,0,1,0
"You will be safe here.",0,0,0,0,0
"So who were those men, Triad?",0,0,0,0,0
"Shu Gang, their rivals.",0,0,0,0,0
"Why are you in Hong Kong?",0,0,0,0,1
"I thought you were with the Crescent Order.",0,0,0,0,1
"I was until I gave Nyssa the lotus cure to save your sister, and they called for my head.",0,0,0,0,0
"So you decided to become a vigilante?",0,0,0,0,0
"My son died in this city.",0,0,0,1,0
"No more Akios will die here as long as I'm here to protect them.",0,0,0,0,0
"That explains what I'm doing here.",0,0,0,0,0
"It's all you, man.",0,0,0,0,0
"Right. We're looking for a scientist named Dr. Robert Wong. - Why? - There's a crisis coming that quite literally threatens the entire universe.",0,1,0,0,0
"A man--something like a man has asked me to help him stop it. - You mean Mar Novu? - You've heard of him?",0,0,0,0,1
"When I was with the Crescent Order.",0,0,0,0,0
"A being who transcends universes, a crisis brewing.",0,1,0,0,0
"He believes Dr. Wong can help him stop it.",0,0,0,0,0
"And you believe him?",0,0,0,0,1
"I have to.",0,0,0,0,0
"Then how can I help?",0,0,0,0,0
"Tatsu, what we're doing is very dangerous.",0,0,0,0,0
"I--I can't ask you to be involved.",0,1,0,0,0
"You're not asking. I'm offering.",0,0,0,0,0
"Dr. Wong was seen last leaving his classroom at Wan Chai University.",0,0,0,0,0
"That was a week ago.",0,0,0,0,0
"We're trying to figure out why he would have left town.",0,0,0,0,0
"I don't think he has.",0,0,0,0,0
"Those pins, they're only worn by the Security Wing,",0,0,0,0,0
"Hong kong version of the secret police.",0,0,0,0,0
"With a very healthy reputation for silencing political Enemies of the State.",0,0,0,0,0
"Yeah, but why would they be going after Dr. Wong?",0,0,0,0,1
"We need to find out.",0,0,0,0,0
"Johnny told me you were about to do something stupid.",0,0,0,0,1
"He called you all the way to Hong Kong to follow me? - How nice. - He thought you could use some help.",0,0,0,0,0
"Clearly, he was right.",0,0,1,0,0
"Clearly, he needs to mind his own business.",0,0,0,0,0
"He said you're looking for an old friend.",0,0,0,0,0
"Doesn't seem like the kind who's too friendly.",0,0,0,0,0
"His name is David Chin.",0,0,0,0,0
"I met him a few years ago through Cayden James.",0,0,0,0,0
"He said he could help me get back to Earth-2",0,0,0,0,0
"So maybe he still can.",0,0,0,0,0
"Do you have any idea what you're about to walk into?",0,0,0,0,0
"Nothing that I can't handle myself.",0,0,1,0,0
"You'll need backup.",0,0,0,0,0
"What the hell?",1,0,0,0,1
"I wouldn't.",0,0,0,0,0
"Hello, David. It's been a while.",0,0,0,0,0
"Black Siren?",0,0,0,0,0
"David, I'm gonna need your help, and if you don't help me, then I am gonna hurt you very, very badly.",1,0,0,0,0
"What do you want?",0,1,0,0,0
"Whoa? Is that an interdimensional extrapolator?",0,0,0,0,1
"That's not really my area of expertise.",0,0,0,0,0
"Ok, ok.",0,0,0,0,0
"I'll do it.",0,0,0,0,0
"Good. I'm so glad you reconsidered.",0,0,1,0,0
"So this is, what, like a black market?",0,0,0,0,1
"More or less.",0,0,0,0,0
"If JJ wants to find a buyer, this is where he'll be.",0,0,0,0,0
"I'll check the back.",0,0,0,0,0
"See, I still don't get it.",0,0,0,1,0
"Your dad was Bronze Tiger, and you turned out ok.",0,0,1,0,0
"I mean, kind of.",0,0,0,0,0
"Gee. Thanks.",0,0,1,0,0
"John and Lyla were basically saints.",0,0,0,0,0
"Yeah. Well, they spent all their time worrying about me.",0,0,0,0,0
"JJ got shortchanged.",0,0,0,0,0
"Hey. You think JJ turned out this way because of you?",0,0,0,0,1
"No. JJ made his own choices.",0,0,0,0,0
"There is. Listen.",0,0,0,0,0
"JJ wasn't just my brother, ok?",0,0,0,0,0
"He was my best friend.",0,0,1,0,0
"That was a long time ago.",0,0,0,0,0
"Come to have a drink with me, little bro? - This is over, JJ. - I don't think so. - Put down your weapons. - You first.",0,0,0,0,0
"Maybe there's a better way that we can resolve this.",0,0,0,0,0
"No, no, no. We can resolve this by you coming with us.",0,0,1,0,0
"You know, I wish that I could. I do,",0,0,0,0,0
"I do, but I got business to attend to.",0,0,0,1,0
"I would settle for a friendly chat with my brother.",0,0,0,0,0
"What you think?",0,0,0,0,0
"I think that's never gonna happen.",0,0,0,0,0
"Fine.",0,0,1,0,0
"You want to talk, we'll talk.",0,0,0,0,0
"That looked like that hurt.",0,0,0,0,0
"Knowing you has changed my life.",0,0,0,0,0
"I love you.",0,0,1,0,0
"We're gonna be fine.",0,0,1,0,0
"I spoke to contact on Hong Kong police force.",0,0,0,0,0
"As soon as I mentioned Dr. Wong's name, he stopped talking. - He seemed afraid. - I think we know why.",0,0,0,0,0
"It seems that Dr. Wong has been working on a top secret project for the Chinese government.",0,0,0,0,0
"Exactly, which means the Security Wing wasn't kidnapping him.",0,0,0,0,0
"It was trying to help him.",0,0,0,0,0
"He must be in protective custody.",0,0,0,0,0
"Safe house in the Wan Chai District, but they're planning on moving him out of the city tonight.",0,0,0,0,0
"Then we better get moving.",0,0,0,0,0
"Don't hurt me.",0,1,0,0,0
"We can't let them get away with Dr. Wong.",0,0,0,0,0
"We won't. Go, go, go, go!",01,0,0,0,0
"Out of the way! Out of the way!",1,0,0,0,0
"We can't lose the doctor.",1,0,0,0,0
"No sign of Dr. Wong.",0,0,0,0,0
"Triad must have taken him deep underground.",0,0,0,0,0
"I thought China White was in A.R.G.U.S. custody.",0,0,0,0,0
"Yeah. Well, so did I, and as far as I know, Lyla did, too.",0,0,0,0,0
"Well, our situation just got a whole lot more complicated.",0,1,0,0,0
"You seemed ready to let those people die back there.",0,0,0,0,1
"I knew you had it handled,",0,0,0,0,0
"And you knew that Dr. Wong was the priority.",0,0,0,0,0
"You sound like someone I used to know--",0,0,0,0,0
"You 9 years ago, single-minded about your mission.",0,0,0,0,0
"Tatsu, with due respect, if you had seen what I have seen, you would understand.",0,0,0,0,0
"The Monitor is our best chance at preventing it from happening again.",0,0,0,0,0
"I've seen that blind faith in you before, as well, with Amanda Waller.",0,0,0,0,0
"That wasn't blind faith.",0,0,0,0,0
"She threatened my family, Tatsu.",1,0,0,0,0
"Right now, the stakes are every family in existence.",0,1,0,0,0
"Guys, I really hate to interrupt this,",1,0,0,0,0
"But none of this matters if we don't find this missing scientist, right?",0,0,0,0,0
"Why does the Triad want him?",0,0,0,0,1
"His work does not seem harmful.",0,0,0,0,0
"Yeah? Well, innocent men don't work on secret government projects.",0,0,0,0,0
"We need to know what this project is.",0,0,0,0,0
"Then we'll know why the Triad is after him.",0,0,0,0,0
"I don't like this.",1,0,0,0,0
"He's stalling.",0,0,0,0,0
"What's taking so long? - It's done. - Great.",0,0,1,0,0
"So you won't mind if we test it out.",0,0,0,0,0
"It isn't working.",0,0,0,0,0
"Well, it should be.",0,0,1,0,0
"Then where's the portal?",0,0,0,0,0
"You want to go to earth-37, earth-14?",0,0,0,0,1
"I want to go to earth-2.",0,0,0,0,0
"Is gone.",0,0,0,1,0
"It registered at first, but now I see that it's like a shadow.",0,0,0,0,0
"There's no sign of life.",0,0,0,1,0
"That doesn't make any sense.",0,0,0,1,0
"You're lying. Fix it! Fix it!",1,0,0,0,0
"I'm telling you I did.",0,0,0,1,0
"I can fix tech. I can't bring back a whole ?friggin' universe!",1,0,0,1,0
"I'm so sorry, Laurel...",0,0,0,1,0
"But they're gone.",0,0,0,1,0
"Let's get out of here.",0,0,0,0,0
"There's nothing in any governmental databases about the project Dr. Wong was working on. - So we're back to square one? - No, not exactly.",0,0,0,0,0
"An A.R.G.U.S. mole led me to a paper trail, some equipment that Dr. Wong purchased.",0,0,0,0,0
"He shipped it to this address.",0,0,0,0,0
"Well, it's his lab. It has to be.",0,0,0,0,0
"We need to get in there.",0,0,0,0,0
"That may not be so easy.",0,0,0,0,0
"I know this place. It's a PLA garrison.",0,0,0,0,0
"Those garrisons have a reputation for being almost impenetrable.",0,0,0,0,0
"Almost but not quite.",0,0,0,0,0
"There are certain vulnerabilities.",0,0,0,0,0
"Yeah. Well, even if we could get in that place, it's gonna be heavily fortified.",0,0,0,0,0
"That's never stopped us before.",0,0,0,0,0
"I'm almost at the sublevel.",0,0,0,0,0
"The elevator will take you straight to the lab.",0,0,0,0,0
"Most likely will be guarded.",0,0,1,0,0
"All right. I've definitely been made.",0,0,0,0,0
"You only have a few minutes.",0,0,0,0,0
"I'm starting the upload.",0,0,0,0,0
"What? What is it?",0,1,0,0,1
"I know what the Triad is after.",0,0,0,0,0
"Dr. Wong has been trying to re-create the Alpha/Omega virus.",0,0,0,0,0
"He's not trying. He's already done it.",0,0,1,0,0
"After what happened last time, you'd think the Chinese government would have learned its lesson.",0,0,0,0,0
"The Alpha/Omega is a powerful weapon.",0,0,0,0,0
"Yeah, and the Triad could already have it.",0,0,0,0,0
"If they had it, they wouldn't have any need for Dr. Wong.",0,0,0,0,0
"It's just a matter of time before they make him re-create it.",0,0,0,0,0
"Which means, Oliver, that we have a ticking clock and absolutely no plan. - We have this. - You stole the virus?",0,0,0,0,1
"This is what China White wants, this is what I'm gonna give her.",0,0,0,0,0
"Oliver, you more than anyone else knows how dangerous this is.",0,0,0,0,0
"Which is why I'm not actually gonna give her the virus.",0,0,0,0,0
"We're using this as bait to draw her out.",0,0,0,0,0
"My husband tried this gambit once already, and you're the one who told him he made a mistake.",1,0,0,0,0
"This is different.",0,0,0,0,0
"Maseo had every intention of actually giving the virus to China White. - I don't. - It's too risky.",1,0,0,0,0
"It's riskier to do nothing.",0,0,0,0,0
"If anyone has a better idea,",0,0,0,0,0
"I'm all ears.",0,0,0,0,0
"I'll start making arrangements.",0,0,0,0,0
"Here. It'll help with the swelling.",0,0,0,0,0
"I'm here. I care.",1,0,0,1,0
"You barely even know me.",1,0,0,1,0
"I know what it's like to lose people.",0,0,0,1,0
"Do you know what it's like to lose an entire universe?",0,0,0,1,0
"No.",0,0,0,0,0
"Then you don't know how I feel.",0,0,0,1,0
"You didn't know them.",0,0,0,0,0
"Adrian. They're my family.",0,0,0,0,0
"They're--they're good people.",0,0,1,0,0
"They don't deserve to be gone.",0,0,0,1,0
"To think that I'm the one who's done such awful things.",0,0,0,1,0
"But you're trying to be better.",0,0,1,0,0
"Everyone deserves a shot at redemption.",0,0,1,0,0
"Well, then maybe this is where I deserve to be.",0,0,0,1,0
"When I was in Afghanistan, my unit got sent out on patrol on a day I drew base duty.",0,0,0,0,0
"It was a routine op.",0,0,0,0,0
"We'd done it a hundred times before.",0,0,0,0,0
"Only this time, there was an IED in the road.",0,0,0,0,0
"None of them made it back.",0,0,0,1,0
"I used to lie in bed at night asking myself "Why them?",1,0,0,1,0
"Why not me?"",1,0,0,1,0
"And I made every deal I could think of with any god I thought might listen.",0,0,0,0,0
"And did it work?",0,0,0,0,0
"Not exactly.",0,0,0,1,0
"So you're right.",0,0,0,0,0
"I don't know what you're going through, but I do know something about survivor's guilt.",0,0,0,0,0
"Does it get any easier?",0,0,1,0,0
"No.",0,0,0,0,0
"All we can do is try and move forward.",0,0,1,0,0
"How am I supposed to move forward when everyone I've ever loved is gone?",0,0,0,1,0
"By not giving up.",0,0,0,0,0
"By doing the right thing.",0,0,0,0,0
"We honor the dead by fighting for the living.",0,0,0,0,0
"This world needs you, too.",0,0,0,0,0
"You're not talking me out of this. - I know. - Trust me, Tatsu.",0,0,0,0,0
"I will not let China White get the virus. - And what if you fail? - I'm not gonna fail.",0,0,0,0,0
"Nine years ago, you failed to stop the virus, and my son died.",1,0,0,0,0
"And I regret it every day.",0,0,0,1,0
"You must remember it because of what happened after.",1,0,0,0,0
"I tortured General Shrieve.",0,0,0,0,0
"Your grief, your anger, your guilt over the failure,",1,0,0,1,0
"It stole your humanity.",1,0,0,0,0
"This is different. I'm not angry.",0,0,0,0,0
"I'm simply doing what has to be done.",0,0,0,0,0
"How do you know that?",0,0,0,0,0
"It is said that Mar Novu believes order comes through chaos.",0,0,0,0,0
"So he's bringing us order?",1,0,0,0,0
"But first maybe chaos.",1,0,0,0,0
"He's asking you to bring him a man who re-created a deadly virus. Why?",0,0,0,0,1
"How do you know he won't use it for something worse than the Triad?",0,0,0,0,0
"I don't know,",0,0,0,0,0
"But I have to believe him.",0,0,0,0,0
"I have no other choice.",0,0,0,1,0
"Even if that is true, he does not seem to care who he hurts along the way.",0,0,0,0,0
"Sometimes, the mission is not worth the cost.",0,0,0,0,0
"You know that, so why are you still doing what he asks?",0,0,0,0,1
"Because if I'm wrong-- if I'm wrong, then all of this is for nothing.",0,0,0,1,0
"Do you understand, Tatsu?",0,0,0,0,0
"I left Felicity.",0,0,0,1,0
"I left my children,",0,0,0,1,0
"So if--if--if the-- if the monitor can't fix this and if he is not here to help, then all of these things that I've sacrificed and all the things that so many other people have already sacrificed will have been for nothing.",0,0,0,1,0
"I need my family to live, which means that I need this to work.",0,0,0,0,0
"You're risking too much.",1,0,0,0,0
"There's no other choice.",0,0,0,0,0
"There's always another choice.",0,0,0,1,0
"You seem stressed. Relax.",0,0,0,0,0
"Look. You said you wanted to talk,",0,0,0,0,0
"So talk.",0,0,0,0,0
"Still can't believe that you decided to become a vigilante.",0,0,0,0,1
"You know you always have a place here with us.",0,0,0,0,0
"You do have the mark.",0,0,0,0,0
"You know why I got it.",0,0,0,0,0
"That's right. You and dad's brilliant plan to save me from the dark side.",0,0,0,0,0
"I got it because I wanted my brother back.",0,0,0,0,0
"You remember when I was in middle school, huh?",0,0,0,0,0
"Remember when those guys tried to get me to run their drugs?",0,0,0,0,0
"Not really in the mood for a trip down memory lane, Con.",1,0,0,0,0
"When you found out, you were the one that told me that I was better than that.",0,0,0,0,0
"My favorite part of that story is when you didn't listen and I got grounded.",0,0,1,0,0
"Dad held me responsible.",0,0,0,0,0
"You want to hate me?",0,0,0,0,1
"You want to hate dad? Fine. Ok.",0,0,0,0,0
"That--that's fair.",0,0,0,0,0
"Don't throw your life away because of it.",0,0,0,0,0
"When I look at you, I still see the kid who'd take on somebody twice his size just because he was messing with me.",1,0,0,0,0
"Yeah. I'm not that kid anymore, Con.",0,0,0,0,0
"Yes, you are,",0,0,0,0,0
"And you can try-- you can try to snuff it out, to cover it up with a mask, but I know who you are, and it's not too late.",0,0,0,0,0
"And we can fix this...together.",0,0,1,0,0
"You're late. I thought perhaps you changed your mind.",0,0,0,0,1
"Deal's a deal.",0,0,1,0,0
"Thank you for meeting me.",0,0,1,0,0
"Anything for a friend.",0,0,0,0,0
"Now I have the virus. - Where's Dr. Wong? - He's nearby.",0,0,0,0,0
"I was surprised when I got your call.",0,0,0,0,1
"Well, I'm surprised that you're not in an A.R.G.U.S. prison.",1,0,0,0,1
"Well, apparently the government doesn't like when agents put bombs in people's necks.",0,0,0,0,0
"You know what else they don't like? Bad press.",0,0,0,0,0
"So they bought your silence.",0,0,0,0,0
"It's a shame your friend Mr. Diggle had to lose his job over it.",0,0,0,1,0
"I assume he's here, too.",0,0,0,0,0
"Perimeter's clean.",0,0,0,0,0
"Tatsu, any sign of Dr. Wong?",0,0,0,0,0
"Not yet.",0,0,0,0,0
"I don't think he's here.",0,0,0,0,0
"Wait. Someone's coming.",0,0,0,0,0
"Oliver, keep her talking.",0,0,0,0,0
"You and I... we have been enemies since the very beginning, but there's something coming.",0,0,0,0,0
"It's bigger than us.",0,0,0,0,0
"It is something that threatens our entire earth.",0,0,0,0,0
"Let me see him.",0,0,0,0,0
"Give me the case.",0,0,0,0,0
"Tatsu, we have to move now.",0,0,0,0,0
"I see him. I'm going in.",0,0,0,0,0
"Wait. He's wearing some kind of vest.",0,0,0,0,0
"It looks like explosives.",0,0,0,0,0
"China White must have a detonator.",0,0,0,0,0
"It's real.",0,0,0,0,0
"That vest is not part of the agreement.",0,0,0,0,0
"I had to be sure you weren't gonna do anything stupid.",0,0,0,0,0
"I'll deactivate it once I'm safe in the car.",0,0,0,0,0
"Until next time, Mr. Queen.",0,0,0,0,0
"There's not gonna be a next time.",0,0,0,0,0
"Damn it! I'm going after the virus!",1,0,0,0,0
"You really think this will go better than the last time?",0,0,0,0,1
"I have Dr. Wong.",0,0,0,0,0
"Hi, honey.",0,0,1,0,0
"Virus is secure.",0,0,0,0,0
"I can't remove the vest without triggering it.",0,0,0,0,0
"We need that detonator.",0,0,0,0,0
"You better kill me now.",1,0,0,0,0
"I have the detonator.",0,0,0,0,0
"Looks like I'm not the only one who needed backup.",0,0,0,0,0
"Tatsu's resting in the infirmary.",0,0,0,0,0
"She'll be in pain for a few days, but she'll be fine.",0,0,0,0,0
"She would have been dead if you hadn't have come back and fought with us.",0,0,0,0,0
"I don't know if I'll ever get over what happened on Earth-2, but I'll help you make sure it never happens again.",0,0,0,0,0
"In a secure location.",0,0,0,0,0
"The virus is, too.",0,0,0,0,0
"And so what-- what, do we text the Monitor or whatever, letting him know we have his guy?",0,0,0,0,0
"Don't think he texts.",0,0,0,0,0
"I don't want to hand over Dr. Wong just yet.",0,0,0,0,0
"I want answers, and if he is not gonna give them to me,",0,0,0,0,0
"I'm gonna find them somewhere else.",0,0,0,0,0
"Oliver, what are you talking about?",0,0,0,0,0
"Tatsu... she told me that I had to be absolutely sure that I was making the right choice.",0,0,0,0,0
"She almost died, John.",1,0,0,0,0
"A lot of people have died already for the sake of this mission.",1,0,0,1,0
"I owe it to all of them to find out who The Monitor really is.",0,0,0,0,0
"And, Oliver, what if we don't like the answers to those questions?",0,0,0,0,0
"What do we do then?",0,0,0,0,0
"We find another way to stop it.",0,0,0,0,0
"There's always another way.",0,0,0,0,0
"Oliver, so what's the plan?",0,0,0,0,0
"I need to apologize to a friend of mine first.",0,0,0,0,0
"So...what do you say?",0,0,0,0,0
"How about you and me leave together?",0,0,0,0,0
"It was a nice speech, but once again, you have managed to make everything about you.",0,0,1,0,0
"This isn't about you or dad.",0,0,0,0,0
"Yeah. You both have this misguided idea about duty and family, civic pride.",1,0,0,0,0
"You fail to see the bigger picture.",1,0,0,0,0
"I have vision.",0,0,0,0,0
"What are you talking about?",0,0,0,0,0
"Did you really not think that I knew you'd show up here?",1,0,0,0,0
"Yes. Worthless piece of junk, my ass.",1,0,0,0,0
"What the hell did the Deathstrokes want with this?",1,0,0,0,0
"What did you do?",1,0,0,0,0
"What did you do?!",1,0,0,0,0
"Oh. Hey, hey. I knew that you thought that I'd be after the valuables in Vasquez's safe and that Zoe would lead you here, the one shady trading post that she knows about, right?",0,0,0,0,0
"You were never after the money.",0,0,0,0,0
"Why cripple the system when you can rip its heart out?",0,0,0,0,1
"Oh, my god.",0,0,1,0,0
"Once the unification movement is gone, the power vacuum is ours to fill.",0,0,1,0,0
"I think we're done here.",0,0,1,0,0
"Not even close.",1,0,0,0,0
"You are not gonna touch me.",0,0,0,0,0
"Oh, yeah? And why is that?",0,0,0,0,1
"Because if you do, the men who are storming your bunker right now will kill your brother.",0,0,0,0,0
"William, do you copy?",0,0,0,0,0
"Like I said, I think we're done here.",0,0,0,0,0
"If you hurt my brother, I swear I will kill you.",1,0,0,0,0
"JJ...please.",0,1,0,0,0
"You were wrong about me, brother.",1,0,0,0,0
"It was never a mask.",1,0,0,0,0
"Think the doctors would have preferred you stay in the hospital.",0,0,0,0,0
"I have survived worse.",0,0,1,0,0
"Brought you something. - Herbs. - There's a rumor going around they help with healing.",0,0,0,0,0
"I have seen many battles.",0,0,0,0,0
"For a moment, I believed this was my last.",0,0,0,0,0
"I saw Akio and Maseo,",0,0,0,0,0
"But...this was not my time.",0,0,0,0,0
"Tatsu, you almost died because of me.",0,1,0,1,0
"I'm sorry.",0,0,0,1,0
"Well, you were right when you said that some missions aren't worth the cost, so I'm gonna make sure that this one is.",0,0,0,0,0
"So where will you go?",0,0,0,0,0
"You heard a rumor about The Monitor and a coming crisis?",0,0,0,0,0
