content,anger,fear,joy,sadness,surprise
"He was doing what the agency wasn't willing to do-- trying to end Treadstone-- an unsanctioned black ops program run amok.",0,1,0,0,0
"Don't get emotional.",0,0,0,1,0
"If someone's bringing it back, we need to stop it.",0,1,0,0,0
"I know.",0,0,0,0,0
"So what are you thinking?",0,0,0,0,1
"Treadstone used someone named Martin Wells.",0,0,0,0,0
"He was a specialist in behavioral modification.",0,0,0,0,0
"Now, if someone's waking up these assets, he might know how it could be done.",0,0,0,0,0
"Okay.",0,0,0,0,0
"How far back does this go?",0,0,0,0,1
"As far as the Cold War.",0,0,0,0,0
"Hello?",0,0,0,0,0
"It's Matt Edwards.",0,0,0,0,0
"What do you want?",0,0,0,0,1
"I want to know what you're doing.",0,0,0,0,1
"Right now I'm wondering how you got my number.",0,0,0,0,1
"I work for the CIA. Why are you in Paris? ‐ Yeah, I got to go, Matt. ‐ Listen to me.",0,0,0,0,1
"Now, I want to know everything Kwon told you about Treadstone.",0,0,0,0,1
"He told me not to trust the CIA.",0,1,0,0,0
"I sent you to talk to him 24 hours ago, and now the person you made contact with is dead, Tara.",0,0,0,1,0
"You heard everything he said.",0,0,0,0,0
"I didn't hear what he said after the wire cut out.",0,0,0,0,0
"You're in Paris.",0,0,0,0,0
"Kwon has a daughter in Paris, and we just flagged two North Korean SSD operatives landing at De Gaulle five minutes ago.",0,0,0,0,0
"Kwon's daughter is in danger, which means you might be, too.",0,1,0,0,0
"I can handle myself.",0,0,1,0,0
"Six men is an extraction unit.",0,0,0,0,0
"Two men is a kill team.",0,1,0,0,0
"Now, I'm gonna ask you one more‐‐",0,0,0,0,1
"Hello?",0,0,0,0,0
"Hello, I need to speak to Jang-Mi Kwon. It's urgent. - She's off campus today. - Where'd she go?",0,0,0,0,1
"It is against school policy to disclose our students' whereabouts.",1,0,0,0,0
"Mascara is the key.",0,0,0,0,0
"And remember, upward strokes are your friend.",0,0,1,0,0
"Love your scarf.",0,0,1,0,0
"So... quaint.",0,0,1,0,0
"First class?",0,0,0,0,1
"I've been waiting in this dump for you to get back to me about a seat opening in first class.",0,0,1,0,0
"Or are you just too old and forgot I asked?",1,0,0,0,0
"This man has worked at his job for longer than you have been alive, manning his station each day, never questioning his role, performing his duty.",0,0,0,0,0
"What are you contributing?",0,0,0,0,1
"Hello?",0,0,0,0,0
"Jang‐Mi?",0,0,0,0,0
"I need to talk to you about your father.",0,0,0,0,0
"Who are you?",0,0,0,0,1
"Look, I know you don't know me, but we don't have a lot of time.",1,0,0,1,0
"Let's get out of here.",0,0,1,0,0
"Please, just give me a minute.",0,1,0,0,0
"She doesn't want to talk to you.",0,0,0,1,0
"It's important.",0,0,0,0,0
"If my father wants to talk to me, then he can talk to me himself.",0,0,0,0,0
"It's not that simple.",0,0,0,1,0
"It's actually very simple.",0,0,1,0,0
"Just leave us alone.",1,0,0,0,0
"There's something I'm supposed to give to you, Jang‐Mi.",0,0,0,0,0
"I just need five minutes.",0,0,0,0,0
"How do you know my father?",0,0,0,0,1
"I used to be a journalist.",0,0,0,0,0
"And 24 hours ago, your father asked to meet me.",0,0,0,0,0
"He asked me to bring you that medallion and take you to someone at the Ecuadoran embassy in Paris.",0,0,0,0,0
"I'm just gonna call him right now.",0,0,0,0,0
"I'm sorry, Jang‐Mi. You can't.He's been killed.",0,0,0,1,0
"And I think the same people who killed him are on their way here for you.",0,1,0,0,0
"Please trust me.",0,0,0,1,0
"You didn't tell her you were coming home.",0,0,0,0,0
"Did you at least tell her Expo fired our asses?",1,0,0,0,0
"No.",0,0,0,0,0
"I was hoping the surprise would take the stink off it.",0,0,1,0,0
"Shit.",1,0,0,0,0
"I'll make some calls around town, see if anyone's hiring.",0,0,0,0,0
"Man, I wanted a better life for Samantha.",0,0,1,0,0
"Go on in there, Romeo.",0,0,0,0,0
"I will shoot.",1,0,0,0,0
"Oh, my God.",0,0,0,0,1
"Baby.",0,0,1,0,0
"Baby.",0,0,1,0,0
"I thought you were some bandit about to rob me. "Bandit"?",0,1,0,0,0
"Wait, what happened?",0,0,0,0,1
"Just banged my head.",0,1,0,0,0
"Well, you want to go upstairs and I can take a look at it?",0,0,0,0,1
"Yeah.",0,0,0,0,0
"You been feeling okay?",0,0,0,0,1
"The headaches.",0,0,0,1,0
"I get one every once in a while.",0,0,0,0,0
"I can talk to some doctors at work and get you some more of those pills.",0,0,0,0,0
"No, no more pills, Sam. I can manage.",1,0,0,0,0
"Well, if they start getting bad, you need to let me know, Doug.",0,0,0,0,0
"Promise?",0,0,0,0,1
"Did something happen out there?",0,0,0,0,1
"A bunch of the riggers got laid off. - Me, Mike. - Yeah, I figured.",0,0,0,0,0
"The company outsourced their jobs.",0,0,0,0,0
"You need to find a place that just treats you like an actual human being.",1,0,0,0,0
"I've got that here with you.",0,0,1,0,0
"Kiss me.",0,0,1,0,0
"Now, when I snap my fingers, you will be fully awake, and when you hear me say the word "poultry," you'll become a chicken and do all the things that a chicken does.",0,0,0,0,0
"So, Bob, earlier you were telling us how you were a vegetarian.",0,0,0,0,0
"That's right.",0,0,1,0,0
"So you don't eat fish or meat? - No, sir. - Not even chicken... or some other kind of poultry.",0,0,0,0,1
"Hey, Tommy, did I forget to tell you?",0,0,0,0,1
"Happy birthday.",0,0,1,0,0
"Thanks, Doc.",0,0,1,0,0
"It's on the house.",0,0,0,0,0
"I enjoyed your show.",0,0,1,0,0
"Is that a Virginia accent I hear?",0,0,0,0,1
"Or it is a Langley twang?",0,0,0,0,1
"Treadstone.",0,0,0,0,0
"It's in the past.",0,0,0,0,0
"I was on the ground in New York when Blackbriar got blown.",0,0,0,0,0
"Department of Support?",0,0,0,0,1
"Special Activities.",0,0,0,0,1
"What do you know about the people who volunteered for Treadstone?",0,0,0,0,1
"I know they were dangerous.",0,1,0,0,0
"That's your first mistake. - How so? - They were more than that.",1,0,0,0,0
"These are men and women who gave up all their personal power to an institution they assumed was on the right side of things. - Turned out it wasn't. - That's not their fault.",1,0,0,1,0
"Tell me about what you did for the Cicada program.",0,0,0,0,0
"I developed protocols to program candidates who were susceptible to hypnotic triggers‐‐ a word, a tone, an image.",0,0,0,0,0
"This type of method was used to wake them up.",0,0,0,0,0
"And you're saying that actually worked?",0,0,0,0,1
"Hey, Tommy, did I forget to tell you? - Happy birthday. - Thanks, Doc.",0,0,1,0,0
"It's on the house.",0,0,0,0,0
"Success rate with the assets during their training was above 85%.",0,0,1,0,0
"Someone's waking them up.",0,0,0,0,0
"I know.",0,0,0,0,0
"This is a news story about a psycho who shot up a 7‐Eleven.",0,1,0,0,0
"It's not proof that someone's waking up assets.",0,0,0,1,0
"Look closer. What do you see?",0,0,0,0,1
"He runs a smooth, one‐handed garment clear and puts six rounds down range in less than a second.",0,0,0,0,0
"Impressive attributes, but not enough to warrant our concern, right?",0,0,0,0,1
"Until we look closer.",0,0,0,0,0
"Most right‐handed shooters shoot left to right.",0,0,0,0,0
"Now, this guy goes right, left, center, left.",0,0,0,0,0
"That's extremely skilled target selection - in a high‐pressure situation. - Keep going.",0,0,0,0,0
"Well, he starts with youngest and most physically fit and saves the oldest for last because he presents the lowest threat level.",1,0,0,0,0
"And then he turns the page in the blink of an eye.",0,0,0,0,0
"No jitters, no adrenaline dump.",0,0,0,0,0
"Absolutely zero leakage.",0,0,0,0,1
"This happened three days ago. - How'd the police catch this guy? - Quite easily‐ this man exited the store and simply sat down on the curb, almost like his mission was complete,",0,0,1,0,1
"How do you explain that?",0,0,0,0,1
"The longer an asset's been sleeping, the more unreliable he might prove to be upon activation.",0,0,0,0,0
"I want to talk to this guy, and I want you to come with me.",0,0,0,0,0
"Let's hope it works this time.",0,1,0,0,0
"Where do we stand?",0,0,0,0,1
"Edwards is looking into Kwon's allegations.",0,0,0,0,0
"What's your take?",0,0,0,0,1
"He took a huge risk reaching out to us, and I think once his people found out, they had him killed.",0,1,0,0,0
"All right, do we know what he told this‐‐ - Tara Coleman. - Yeah, about Stiletto Six.",0,0,0,0,0
"No, but let's not forget that he did request her for a reason. - Do we know why? - Not yet.",0,0,0,1,0
"She says that Kwon didn't say anything about it.",0,0,0,0,0
"You believe her?",0,0,0,0,1
"I'll keep you updated.",0,0,0,0,0
"I always knew my father was a target.",0,1,0,1,0
"A man in his position in my country is always at risk.",0,1,0,1,0
"I just never thought anything would actually happen to him.",0,1,0,1,0
"I didn't get to spend much time with General Kwon, but he was trying to do the right thing.",0,0,1,0,0
"It doesn't feel real yet.",0,0,0,0,1
"None of this feels real.",0,0,0,0,0
"You're not alone, babe. I'm right here with you.",0,0,1,0,0
"We've got a problem.",0,0,0,1,0
"Put on your seat belt. - How far to the embassy? - Still a few more blocks.",0,0,0,0,1
"Look out!",0,1,0,0,0
"Brace yourself.",0,0,1,0,0
"Oh, fuck.",1,0,0,0,1
"They're right behind us.",0,0,0,0,0
"Crap.",1,0,0,0,0
"Move!",1,0,0,0,0
"Get out the way!",1,0,0,0,0
"One more block!",1,0,0,0,0
"Are they still back there?",0,0,0,0,1
"Look at me.",0,0,0,0,0
"We're gonna make it, okay?",0,0,1,0,0
